Máximo;Mínimo            ;Media           ;Fecha máximo                    ;Fecha mínimo;fecha         
95  ;85                ;89              ;2011-02-07 12:15:00             ;2011-02-07 00:00:00;2011-02-07 00:00:00
93  ;85                ;90              ;2011-02-08 00:00:00             ;2011-02-08 23:45:00;2011-02-08 00:00:00
88  ;80,92             ;85              ;2011-02-09 17:00:00             ;2011-02-09 05:00:00;2011-02-09 00:00:00
85  ;82,96             ;84              ;2011-02-10 00:00:00             ;2011-02-10 01:45:00;2011-02-10 00:00:00
85  ;80,92             ;82              ;2011-02-11 00:00:00             ;2011-02-11 05:30:00;2011-02-11 00:00:00
83  ;78,88             ;81              ;2011-02-12 00:00:00             ;2011-02-12 05:45:00;2011-02-12 00:00:00
93  ;80,92             ;85              ;2011-02-13 13:30:00             ;2011-02-13 02:15:00;2011-02-13 00:00:00
85  ;76,84             ;81              ;2011-02-14 20:45:00             ;2011-02-14 07:45:00;2011-02-14 00:00:00
85  ;70,72             ;77              ;2011-02-15 00:00:00             ;2011-02-15 15:15:00;2011-02-15 00:00:00
85  ;72,76             ;81              ;2011-02-16 13:15:00             ;2011-02-16 00:00:00;2011-02-16 00:00:00
93  ;85                ;89              ;2011-02-17 09:15:00             ;2011-02-17 00:00:00;2011-02-17 00:00:00
100 ;85                ;91              ;2011-02-18 22:15:00             ;2011-02-18 14:15:00;2011-02-18 00:00:00
113 ;95                ;103             ;2011-02-19 08:15:00             ;2011-02-19 20:30:00;2011-02-19 00:00:00
98  ;85                ;92              ;2011-02-20 17:45:00             ;2011-02-20 05:30:00;2011-02-20 00:00:00
110 ;97,5              ;102             ;2011-02-21 23:45:00             ;2011-02-21 00:00:00;2011-02-21 00:00:00
115 ;105               ;110             ;2011-02-22 23:45:00             ;2011-02-22 10:30:00;2011-02-22 00:00:00
544 ;115,4             ;274             ;2011-02-23 23:45:00             ;2011-02-23 00:00:00;2011-02-23 00:00:00
806 ;548,3             ;677             ;2011-02-24 23:45:00             ;2011-02-24 00:00:00;2011-02-24 00:00:00
934 ;806,3             ;892             ;2011-02-25 15:00:00             ;2011-02-25 00:00:00;2011-02-25 00:00:00
879 ;544               ;685             ;2011-02-26 00:00:00             ;2011-02-26 23:45:00;2011-02-26 00:00:00
544 ;383,3             ;466             ;2011-02-27 00:00:00             ;2011-02-27 23:30:00;2011-02-27 00:00:00
379 ;307,2             ;324             ;2011-02-28 00:00:00             ;2011-02-28 16:45:00;2011-02-28 00:00:00
450 ;310,967           ;353             ;2011-03-01 23:45:00             ;2011-03-01 00:00:00;2011-03-01 00:00:00
557 ;449,7             ;529             ;2011-03-02 17:45:00             ;2011-03-02 00:00:00;2011-03-02 00:00:00
557 ;445,55            ;506             ;2011-03-03 00:00:00             ;2011-03-03 22:45:00;2011-03-03 00:00:00
441 ;408,2             ;422             ;2011-03-04 00:00:00             ;2011-03-04 23:00:00;2011-03-04 00:00:00
408 ;344,867           ;375             ;2011-03-05 00:00:00             ;2011-03-05 23:45:00;2011-03-05 00:00:00
345 ;307,2             ;321             ;2011-03-06 00:00:00             ;2011-03-06 22:00:00;2011-03-06 00:00:00
307 ;284,6             ;293             ;2011-03-07 00:00:00             ;2011-03-07 10:00:00;2011-03-07 00:00:00
292 ;284,6             ;291             ;2011-03-08 00:00:00             ;2011-03-08 22:00:00;2011-03-08 00:00:00
285 ;273,3             ;278             ;2011-03-09 00:00:00             ;2011-03-09 15:45:00;2011-03-09 00:00:00
273 ;262               ;269             ;2011-03-10 00:00:00             ;2011-03-10 19:45:00;2011-03-10 00:00:00
262 ;242,5             ;254             ;2011-03-11 00:00:00             ;2011-03-11 21:00:00;2011-03-11 00:00:00
249 ;236               ;242             ;2011-03-12 09:15:00             ;2011-03-12 20:30:00;2011-03-12 00:00:00
256 ;236               ;251             ;2011-03-13 08:45:00             ;2011-03-13 00:00:00;2011-03-13 00:00:00
270 ;249               ;261             ;2011-03-14 08:15:00             ;2011-03-14 22:15:00;2011-03-14 00:00:00
266 ;245,75            ;255             ;2011-03-15 22:00:00             ;2011-03-15 01:30:00;2011-03-15 00:00:00
349 ;258,75            ;295             ;2011-03-16 23:45:00             ;2011-03-16 01:15:00;2011-03-16 00:00:00
630 ;348,633           ;435             ;2011-03-17 23:45:00             ;2011-03-17 00:00:00;2011-03-17 00:00:00
920 ;634,3             ;799             ;2011-03-18 23:30:00             ;2011-03-18 00:00:00;2011-03-18 00:00:00
998 ;924,8             ;979             ;2011-03-19 13:30:00             ;2011-03-19 00:00:00;2011-03-19 00:00:00
975 ;617,1             ;810             ;2011-03-20 00:00:00             ;2011-03-20 23:45:00;2011-03-20 00:00:00
617 ;433,1             ;508             ;2011-03-21 00:00:00             ;2011-03-21 23:45:00;2011-03-21 00:00:00
433 ;348,633           ;387             ;2011-03-22 00:00:00             ;2011-03-22 22:45:00;2011-03-22 00:00:00
349 ;303,433           ;327             ;2011-03-23 00:00:00             ;2011-03-23 19:30:00;2011-03-23 00:00:00
307 ;265,767           ;291             ;2011-03-24 03:15:00             ;2011-03-24 22:30:00;2011-03-24 00:00:00
266 ;229,5             ;245             ;2011-03-25 00:00:00             ;2011-03-25 23:00:00;2011-03-25 00:00:00
233 ;223               ;228             ;2011-03-26 06:00:00             ;2011-03-26 19:15:00;2011-03-26 00:00:00
223 ;206,75            ;218             ;2011-03-27 00:00:00             ;2011-03-27 23:45:00;2011-03-27 00:00:00
213 ;200,25            ;208             ;2011-03-28 06:45:00             ;2011-03-28 21:00:00;2011-03-28 00:00:00
210 ;200,25            ;204             ;2011-03-29 22:00:00             ;2011-03-29 00:00:00;2011-03-29 00:00:00
233 ;210               ;225             ;2011-03-30 13:15:00             ;2011-03-30 00:00:00;2011-03-30 00:00:00
239 ;219,75            ;228             ;2011-03-31 23:00:00             ;2011-03-31 01:00:00;2011-03-31 00:00:00
273 ;239,25            ;264             ;2011-04-01 13:00:00             ;2011-04-01 00:00:00;2011-04-01 00:00:00
273 ;249               ;265             ;2011-04-02 05:00:00             ;2011-04-02 22:00:00;2011-04-02 00:00:00
256 ;245,75            ;251             ;2011-04-03 10:45:00             ;2011-04-03 00:45:00;2011-04-03 00:00:00
246 ;210               ;232             ;2011-04-04 00:00:00             ;2011-04-04 23:45:00;2011-04-04 00:00:00
217 ;203,5             ;208             ;2011-04-05 23:45:00             ;2011-04-05 03:00:00;2011-04-05 00:00:00
252 ;216,5             ;240             ;2011-04-06 12:15:00             ;2011-04-06 00:00:00;2011-04-06 00:00:00
226 ;173               ;203             ;2011-04-07 00:00:00             ;2011-04-07 23:30:00;2011-04-07 00:00:00
179 ;149               ;170             ;2011-04-08 10:15:00             ;2011-04-08 23:30:00;2011-04-08 00:00:00
155 ;128,9             ;144             ;2011-04-09 05:15:00             ;2011-04-09 23:15:00;2011-04-09 00:00:00
132 ;126,2             ;129             ;2011-04-10 02:15:00             ;2011-04-10 13:15:00;2011-04-10 00:00:00
126 ;107,5             ;122             ;2011-04-11 00:00:00             ;2011-04-11 23:15:00;2011-04-11 00:00:00
108 ;85                ;99              ;2011-04-12 00:00:00             ;2011-04-12 22:45:00;2011-04-12 00:00:00
98  ;82,96             ;92              ;2011-04-13 12:00:00             ;2011-04-13 00:00:00;2011-04-13 00:00:00
95  ;80,92             ;90              ;2011-04-14 10:30:00             ;2011-04-14 22:30:00;2011-04-14 00:00:00
103 ;76,84             ;89              ;2011-04-15 10:30:00             ;2011-04-15 23:45:00;2011-04-15 00:00:00
88  ;74,8              ;82              ;2011-04-16 10:45:00             ;2011-04-16 01:45:00;2011-04-16 00:00:00
83  ;72,76             ;79              ;2011-04-17 10:15:00             ;2011-04-17 00:45:00;2011-04-17 00:00:00
85  ;70,72             ;79              ;2011-04-18 11:30:00             ;2011-04-18 23:00:00;2011-04-18 00:00:00
79  ;68,68             ;74              ;2011-04-19 12:15:00             ;2011-04-19 23:00:00;2011-04-19 00:00:00
75  ;66,64             ;70              ;2011-04-20 17:00:00             ;2011-04-20 01:30:00;2011-04-20 00:00:00
79  ;66,64             ;74              ;2011-04-21 11:15:00             ;2011-04-21 04:15:00;2011-04-21 00:00:00
93  ;64,6              ;81              ;2011-04-22 13:00:00             ;2011-04-22 00:45:00;2011-04-22 00:00:00
121 ;90                ;109             ;2011-04-23 20:45:00             ;2011-04-23 00:00:00;2011-04-23 00:00:00
143 ;115,4             ;123             ;2011-04-24 20:00:00             ;2011-04-24 00:00:00;2011-04-24 00:00:00
124 ;112,7             ;120             ;2011-04-25 06:45:00             ;2011-04-25 23:15:00;2011-04-25 00:00:00
200 ;112,7             ;157             ;2011-04-26 19:45:00             ;2011-04-26 00:00:00;2011-04-26 00:00:00
207 ;167               ;193             ;2011-04-27 05:45:00             ;2011-04-27 23:45:00;2011-04-27 00:00:00
167 ;152               ;161             ;2011-04-28 00:00:00             ;2011-04-28 21:45:00;2011-04-28 00:00:00
152 ;128,9             ;142             ;2011-04-29 00:00:00             ;2011-04-29 22:00:00;2011-04-29 00:00:00
129 ;112,7             ;122             ;2011-04-30 00:00:00             ;2011-04-30 23:00:00;2011-04-30 00:00:00
113 ;97,5              ;108             ;2011-05-01 00:00:00             ;2011-05-01 22:00:00;2011-05-01 00:00:00
105 ;87,5              ;100             ;2011-05-02 05:45:00             ;2011-05-02 22:30:00;2011-05-02 00:00:00
98  ;76,84             ;91              ;2011-05-03 07:15:00             ;2011-05-03 23:45:00;2011-05-03 00:00:00
81  ;70,72             ;76              ;2011-05-04 14:00:00             ;2011-05-04 23:30:00;2011-05-04 00:00:00
79  ;64,6              ;72              ;2011-05-05 12:30:00             ;2011-05-05 02:45:00;2011-05-05 00:00:00
71  ;64,6              ;68              ;2011-05-06 10:00:00             ;2011-05-06 21:15:00;2011-05-06 00:00:00
85  ;62,56             ;69              ;2011-05-07 16:15:00             ;2011-05-07 02:15:00;2011-05-07 00:00:00
108 ;68,68             ;88              ;2011-05-08 22:00:00             ;2011-05-08 00:00:00;2011-05-08 00:00:00
146 ;107,5             ;130             ;2011-05-09 16:45:00             ;2011-05-09 00:00:00;2011-05-09 00:00:00
137 ;107,5             ;126             ;2011-05-10 00:00:00             ;2011-05-10 22:15:00;2011-05-10 00:00:00
115 ;87,5              ;106             ;2011-05-11 03:15:00             ;2011-05-11 23:15:00;2011-05-11 00:00:00
100 ;66,64             ;82              ;2011-05-12 05:00:00             ;2011-05-12 23:45:00;2011-05-12 00:00:00
71  ;64,6              ;68              ;2011-05-13 05:45:00             ;2011-05-13 01:30:00;2011-05-13 00:00:00
73  ;62,56             ;68              ;2011-05-14 08:45:00             ;2011-05-14 23:45:00;2011-05-14 00:00:00
77  ;62,56             ;72              ;2011-05-15 11:30:00             ;2011-05-15 00:00:00;2011-05-15 00:00:00
81  ;70,72             ;76              ;2011-05-16 11:00:00             ;2011-05-16 00:15:00;2011-05-16 00:00:00
71  ;56,44             ;67              ;2011-05-17 00:00:00             ;2011-05-17 23:30:00;2011-05-17 00:00:00
63  ;54,4              ;57              ;2011-05-18 17:45:00             ;2011-05-18 01:15:00;2011-05-18 00:00:00
54  ;46,24             ;50              ;2011-05-19 00:00:00             ;2011-05-19 08:45:00;2011-05-19 00:00:00
52  ;46,24             ;48              ;2011-05-20 00:00:00             ;2011-05-20 03:30:00;2011-05-20 00:00:00
48  ;38,08             ;41              ;2011-05-21 00:00:00             ;2011-05-21 06:45:00;2011-05-21 00:00:00
46  ;36,04             ;40              ;2011-05-22 21:30:00             ;2011-05-22 10:45:00;2011-05-22 00:00:00
46  ;38,08             ;42              ;2011-05-23 16:45:00             ;2011-05-23 06:45:00;2011-05-23 00:00:00
44  ;32,733            ;35              ;2011-05-24 00:00:00             ;2011-05-24 09:00:00;2011-05-24 00:00:00
40  ;32,733            ;35              ;2011-05-25 19:30:00             ;2011-05-25 00:00:00;2011-05-25 00:00:00
40  ;31,467            ;34              ;2011-05-26 00:00:00             ;2011-05-26 10:45:00;2011-05-26 00:00:00
40  ;31,467            ;35              ;2011-05-27 18:45:00             ;2011-05-27 08:30:00;2011-05-27 00:00:00
40  ;31,467            ;33              ;2011-05-28 00:00:00             ;2011-05-28 09:30:00;2011-05-28 00:00:00
58  ;30,2              ;36              ;2011-05-29 17:15:00             ;2011-05-29 12:30:00;2011-05-29 00:00:00
44  ;34                ;38              ;2011-05-30 20:00:00             ;2011-05-30 08:15:00;2011-05-30 00:00:00
44  ;36,04             ;40              ;2011-05-31 23:30:00             ;2011-05-31 06:00:00;2011-05-31 00:00:00
80  ;44,2              ;67              ;2011-06-01 22:30:00             ;2011-06-01 00:00:00;2011-06-01 00:00:00
102 ;78,385            ;92              ;2011-06-02 18:00:00             ;2011-06-02 00:00:00;2011-06-02 00:00:00
104 ;86,1              ;97              ;2011-06-03 09:45:00             ;2011-06-03 23:00:00;2011-06-03 00:00:00
86  ;76,48             ;84              ;2011-06-04 07:45:00             ;2011-06-04 23:15:00;2011-06-04 00:00:00
82  ;70,765            ;77              ;2011-06-05 11:15:00             ;2011-06-05 01:45:00;2011-06-05 00:00:00
88  ;72,67             ;81              ;2011-06-06 10:45:00             ;2011-06-06 22:45:00;2011-06-06 00:00:00
102 ;70,765            ;85              ;2011-06-07 19:45:00             ;2011-06-07 00:30:00;2011-06-07 00:00:00
187 ;102,1             ;147             ;2011-06-08 20:45:00             ;2011-06-08 00:00:00;2011-06-08 00:00:00
184 ;165,6             ;177             ;2011-06-09 00:00:00             ;2011-06-09 22:00:00;2011-06-09 00:00:00
166 ;128,4             ;146             ;2011-06-10 00:00:00             ;2011-06-10 23:30:00;2011-06-10 00:00:00
138 ;128,4             ;134             ;2011-06-11 09:30:00             ;2011-06-11 00:00:00;2011-06-11 00:00:00
132 ;106,53            ;123             ;2011-06-12 00:00:00             ;2011-06-12 22:45:00;2011-06-12 00:00:00
107 ;86,1              ;96              ;2011-06-13 00:00:00             ;2011-06-13 23:15:00;2011-06-13 00:00:00
86  ;72,67             ;81              ;2011-06-14 00:00:00             ;2011-06-14 19:45:00;2011-06-14 00:00:00
73  ;65,05             ;68              ;2011-06-15 00:00:00             ;2011-06-15 20:30:00;2011-06-15 00:00:00
65  ;59,335            ;63              ;2011-06-16 00:00:00             ;2011-06-16 22:00:00;2011-06-16 00:00:00
57  ;49,81             ;52              ;2011-06-17 00:00:00             ;2011-06-17 12:00:00;2011-06-17 00:00:00
50  ;42,4              ;44              ;2011-06-18 00:00:00             ;2011-06-18 09:30:00;2011-06-18 00:00:00
50  ;40                ;43              ;2011-06-19 23:45:00             ;2011-06-19 09:15:00;2011-06-19 00:00:00
52  ;47,905            ;50              ;2011-06-20 17:00:00             ;2011-06-20 01:30:00;2011-06-20 00:00:00
52  ;46                ;49              ;2011-06-21 00:00:00             ;2011-06-21 02:45:00;2011-06-21 00:00:00
54  ;47,905            ;52              ;2011-06-22 12:45:00             ;2011-06-22 23:30:00;2011-06-22 00:00:00
59  ;46                ;53              ;2011-06-23 17:30:00             ;2011-06-23 01:00:00;2011-06-23 00:00:00
57  ;53,62             ;56              ;2011-06-24 06:30:00             ;2011-06-24 01:30:00;2011-06-24 00:00:00
59  ;51,715            ;56              ;2011-06-25 19:00:00             ;2011-06-25 01:45:00;2011-06-25 00:00:00
63  ;53,62             ;57              ;2011-06-26 19:15:00             ;2011-06-26 01:45:00;2011-06-26 00:00:00
59  ;51,715            ;56              ;2011-06-27 00:00:00             ;2011-06-27 23:00:00;2011-06-27 00:00:00
52  ;40                ;43              ;2011-06-28 00:00:00             ;2011-06-28 10:30:00;2011-06-28 00:00:00
41  ;36                ;39              ;2011-06-29 00:00:00             ;2011-06-29 08:45:00;2011-06-29 00:00:00
40  ;33,9              ;37              ;2011-06-30 00:00:00             ;2011-06-30 10:45:00;2011-06-30 00:00:00
50  ;38,4              ;43              ;2011-07-01 20:45:00             ;2011-07-01 02:15:00;2011-07-01 00:00:00
48  ;38,4              ;40              ;2011-07-02 00:00:00             ;2011-07-02 10:00:00;2011-07-02 00:00:00
61  ;40                ;46              ;2011-07-03 21:15:00             ;2011-07-03 04:45:00;2011-07-03 00:00:00
65  ;55,525            ;60              ;2011-07-04 19:15:00             ;2011-07-04 00:45:00;2011-07-04 00:00:00
73  ;65,05             ;68              ;2011-07-05 13:45:00             ;2011-07-05 00:00:00;2011-07-05 00:00:00
67  ;65,05             ;65              ;2011-07-06 00:00:00             ;2011-07-06 01:45:00;2011-07-06 00:00:00
65  ;55,525            ;60              ;2011-07-07 00:00:00             ;2011-07-07 23:45:00;2011-07-07 00:00:00
56  ;47,905            ;51              ;2011-07-08 00:00:00             ;2011-07-08 05:15:00;2011-07-08 00:00:00
52  ;44,8              ;48              ;2011-07-09 00:00:00             ;2011-07-09 05:45:00;2011-07-09 00:00:00
48  ;39,2              ;42              ;2011-07-10 00:00:00             ;2011-07-10 11:45:00;2011-07-10 00:00:00
42  ;37,6              ;40              ;2011-07-11 00:00:00             ;2011-07-11 12:15:00;2011-07-11 00:00:00
39  ;32,5              ;35              ;2011-07-12 00:00:00             ;2011-07-12 14:15:00;2011-07-12 00:00:00
39  ;31,8              ;35              ;2011-07-13 21:00:00             ;2011-07-13 10:00:00;2011-07-13 00:00:00
50  ;36,8              ;41              ;2011-07-14 20:15:00             ;2011-07-14 04:15:00;2011-07-14 00:00:00
48  ;40                ;44              ;2011-07-15 00:00:00             ;2011-07-15 07:15:00;2011-07-15 00:00:00
59  ;46                ;53              ;2011-07-16 16:00:00             ;2011-07-16 02:15:00;2011-07-16 00:00:00
56  ;46                ;50              ;2011-07-17 21:45:00             ;2011-07-17 03:45:00;2011-07-17 00:00:00
59  ;49,81             ;54              ;2011-07-18 13:15:00             ;2011-07-18 01:45:00;2011-07-18 00:00:00
54  ;49,81             ;52              ;2011-07-19 00:00:00             ;2011-07-19 02:45:00;2011-07-19 00:00:00
52  ;43,6              ;47              ;2011-07-20 00:00:00             ;2011-07-20 07:00:00;2011-07-20 00:00:00
50  ;46                ;48              ;2011-07-21 00:00:00             ;2011-07-21 02:30:00;2011-07-21 00:00:00
46  ;40                ;42              ;2011-07-22 00:00:00             ;2011-07-22 13:00:00;2011-07-22 00:00:00
42  ;38,4              ;40              ;2011-07-23 00:00:00             ;2011-07-23 11:45:00;2011-07-23 00:00:00
48  ;40                ;43              ;2011-07-24 20:00:00             ;2011-07-24 03:45:00;2011-07-24 00:00:00
48  ;42,4              ;46              ;2011-07-25 00:00:00             ;2011-07-25 10:30:00;2011-07-25 00:00:00
50  ;41,2              ;44              ;2011-07-26 20:15:00             ;2011-07-26 06:00:00;2011-07-26 00:00:00
48  ;43,6              ;45              ;2011-07-27 00:00:00             ;2011-07-27 06:00:00;2011-07-27 00:00:00
56  ;36,8              ;42              ;2011-07-28 23:15:00             ;2011-07-28 07:30:00;2011-07-28 00:00:00
61  ;49,81             ;56              ;2011-07-29 16:30:00             ;2011-07-29 02:45:00;2011-07-29 00:00:00
59  ;42,4              ;50              ;2011-07-30 00:00:00             ;2011-07-30 13:00:00;2011-07-30 00:00:00
52  ;41,2              ;45              ;2011-07-31 00:00:00             ;2011-07-31 13:00:00;2011-07-31 00:00:00
50  ;42,4              ;45              ;2011-08-01 00:00:00             ;2011-08-01 12:00:00;2011-08-01 00:00:00
44  ;39,2              ;41              ;2011-08-02 00:00:00             ;2011-08-02 13:00:00;2011-08-02 00:00:00
42  ;33,2              ;37              ;2011-08-03 00:00:00             ;2011-08-03 17:30:00;2011-08-03 00:00:00
40  ;33,2              ;36              ;2011-08-04 20:45:00             ;2011-08-04 06:45:00;2011-08-04 00:00:00
40  ;33,9              ;36              ;2011-08-05 00:00:00             ;2011-08-05 12:30:00;2011-08-05 00:00:00
39  ;33,9              ;35              ;2011-08-06 23:00:00             ;2011-08-06 13:30:00;2011-08-06 00:00:00
42  ;38,4              ;39              ;2011-08-07 02:45:00             ;2011-08-07 11:45:00;2011-08-07 00:00:00
38  ;34,6              ;36              ;2011-08-08 00:00:00             ;2011-08-08 12:15:00;2011-08-08 00:00:00
36  ;32,5              ;33              ;2011-08-09 00:00:00             ;2011-08-09 10:30:00;2011-08-09 00:00:00
36  ;33,9              ;35              ;2011-08-10 04:45:00             ;2011-08-10 00:00:00;2011-08-10 00:00:00
37  ;33,2              ;35              ;2011-08-11 03:45:00             ;2011-08-11 19:45:00;2011-08-11 00:00:00
33  ;31,1              ;32              ;2011-08-12 00:00:00             ;2011-08-12 14:15:00;2011-08-12 00:00:00
33  ;31,1              ;32              ;2011-08-13 19:00:00             ;2011-08-13 00:00:00;2011-08-13 00:00:00
35  ;31,8              ;33              ;2011-08-14 08:00:00             ;2011-08-14 00:00:00;2011-08-14 00:00:00
38  ;33,9              ;36              ;2011-08-15 23:15:00             ;2011-08-15 00:00:00;2011-08-15 00:00:00
42  ;38,4              ;41              ;2011-08-16 08:45:00             ;2011-08-16 00:00:00;2011-08-16 00:00:00
40  ;35,3              ;37              ;2011-08-17 00:00:00             ;2011-08-17 21:00:00;2011-08-17 00:00:00
35  ;33,9              ;34              ;2011-08-18 00:00:00             ;2011-08-18 16:45:00;2011-08-18 00:00:00
34  ;32,5              ;33              ;2011-08-19 00:00:00             ;2011-08-19 12:30:00;2011-08-19 00:00:00
36  ;31,8              ;33              ;2011-08-20 23:45:00             ;2011-08-20 02:15:00;2011-08-20 00:00:00
36  ;33,2              ;35              ;2011-08-21 00:00:00             ;2011-08-21 22:30:00;2011-08-21 00:00:00
35  ;33,2              ;34              ;2011-08-22 07:30:00             ;2011-08-22 18:30:00;2011-08-22 00:00:00
33  ;29,7              ;31              ;2011-08-23 00:00:00             ;2011-08-23 17:30:00;2011-08-23 00:00:00
30  ;27,2              ;29              ;2011-08-24 04:15:00             ;2011-08-24 18:15:00;2011-08-24 00:00:00
37  ;27,2              ;32              ;2011-08-25 22:45:00             ;2011-08-25 00:00:00;2011-08-25 00:00:00
38  ;36                ;37              ;2011-08-26 06:15:00             ;2011-08-26 18:45:00;2011-08-26 00:00:00
38  ;25,2              ;31              ;2011-08-27 09:00:00             ;2011-08-27 11:15:00;2011-08-27 00:00:00
33  ;27,2              ;30              ;2011-08-28 22:15:00             ;2011-08-28 01:15:00;2011-08-28 00:00:00
41  ;33,26             ;37              ;2011-08-29 20:00:00             ;2011-08-29 00:00:00;2011-08-29 00:00:00
41  ;36,81             ;39              ;2011-08-30 00:00:00             ;2011-08-30 22:30:00;2011-08-30 00:00:00
37  ;34,28             ;35              ;2011-08-31 00:00:00             ;2011-08-31 10:45:00;2011-08-31 00:00:00
37  ;34,28             ;35              ;2011-09-01 07:30:00             ;2011-09-01 00:00:00;2011-09-01 00:00:00
84  ;35,3              ;43              ;2011-09-02 23:30:00             ;2011-09-02 12:30:00;2011-09-02 00:00:00
90  ;78,72             ;85              ;2011-09-03 03:15:00             ;2011-09-03 13:00:00;2011-09-03 00:00:00
103 ;78,72             ;88              ;2011-09-04 23:00:00             ;2011-09-04 08:15:00;2011-09-04 00:00:00
112 ;64,14             ;83              ;2011-09-05 06:15:00             ;2011-09-05 19:30:00;2011-09-05 00:00:00
64  ;57,27             ;61              ;2011-09-06 07:45:00             ;2011-09-06 23:45:00;2011-09-06 00:00:00
66  ;52,69             ;59              ;2011-09-07 13:30:00             ;2011-09-07 23:15:00;2011-09-07 00:00:00
53  ;47,38             ;51              ;2011-09-08 00:00:00             ;2011-09-08 06:45:00;2011-09-08 00:00:00
50  ;48,89             ;50              ;2011-09-09 00:00:00             ;2011-09-09 01:30:00;2011-09-09 00:00:00
55  ;48,89             ;51              ;2011-09-10 09:15:00             ;2011-09-10 14:00:00;2011-09-10 00:00:00
53  ;47,38             ;50              ;2011-09-11 18:30:00             ;2011-09-11 09:15:00;2011-09-11 00:00:00
50  ;45,87             ;47              ;2011-09-12 00:00:00             ;2011-09-12 12:15:00;2011-09-12 00:00:00
46  ;39,83             ;43              ;2011-09-13 00:00:00             ;2011-09-13 18:15:00;2011-09-13 00:00:00
41  ;35,3              ;37              ;2011-09-14 00:00:00             ;2011-09-14 08:45:00;2011-09-14 00:00:00
44  ;36,81             ;38              ;2011-09-15 22:45:00             ;2011-09-15 02:00:00;2011-09-15 00:00:00
44  ;34,28             ;43              ;2011-09-16 00:00:00             ;2011-09-16 09:30:00;2011-09-16 00:00:00
46  ;38,32             ;43              ;2011-09-17 07:45:00             ;2011-09-17 21:15:00;2011-09-17 00:00:00
47  ;39,83             ;44              ;2011-09-18 22:00:00             ;2011-09-18 00:00:00;2011-09-18 00:00:00
50  ;44,36             ;49              ;2011-09-19 06:00:00             ;2011-09-19 23:45:00;2011-09-19 00:00:00
53  ;44,36             ;50              ;2011-09-20 09:00:00             ;2011-09-20 00:15:00;2011-09-20 00:00:00
49  ;42,85             ;45              ;2011-09-21 00:00:00             ;2011-09-21 12:30:00;2011-09-21 00:00:00
49  ;45,87             ;46              ;2011-09-22 09:30:00             ;2011-09-22 00:00:00;2011-09-22 00:00:00
49  ;42,85             ;45              ;2011-09-23 23:15:00             ;2011-09-23 07:00:00;2011-09-23 00:00:00
50  ;45,87             ;47              ;2011-09-24 20:00:00             ;2011-09-24 00:45:00;2011-09-24 00:00:00
53  ;48,89             ;50              ;2011-09-25 20:00:00             ;2011-09-25 09:30:00;2011-09-25 00:00:00
55  ;52,69             ;54              ;2011-09-26 00:45:00             ;2011-09-26 00:00:00;2011-09-26 00:00:00
57  ;48,89             ;51              ;2011-09-27 21:45:00             ;2011-09-27 08:45:00;2011-09-27 00:00:00
53  ;36,81             ;47              ;2011-09-28 11:45:00             ;2011-09-28 10:00:00;2011-09-28 00:00:00
44  ;42,85             ;43              ;2011-09-29 00:00:00             ;2011-09-29 04:00:00;2011-09-29 00:00:00
44  ;41,34             ;43              ;2011-09-30 00:00:00             ;2011-09-30 12:15:00;2011-09-30 00:00:00
46  ;41,34             ;44              ;2011-10-01 18:30:00             ;2011-10-01 12:15:00;2011-10-01 00:00:00
50  ;45,87             ;48              ;2011-10-02 20:15:00             ;2011-10-02 00:00:00;2011-10-02 00:00:00
50  ;45,87             ;49              ;2011-10-03 10:00:00             ;2011-10-03 09:30:00;2011-10-03 00:00:00
46  ;42,85             ;45              ;2011-10-04 00:00:00             ;2011-10-04 11:15:00;2011-10-04 00:00:00
43  ;36,81             ;40              ;2011-10-05 00:00:00             ;2011-10-05 10:00:00;2011-10-05 00:00:00
44  ;34,28             ;39              ;2011-10-06 01:00:00             ;2011-10-06 12:45:00;2011-10-06 00:00:00
43  ;36,81             ;39              ;2011-10-07 21:45:00             ;2011-10-07 11:15:00;2011-10-07 00:00:00
44  ;39,83             ;42              ;2011-10-08 09:45:00             ;2011-10-08 01:45:00;2011-10-08 00:00:00
49  ;42,85             ;46              ;2011-10-09 14:15:00             ;2011-10-09 08:00:00;2011-10-09 00:00:00
50  ;42,85             ;46              ;2011-10-10 04:45:00             ;2011-10-10 12:15:00;2011-10-10 00:00:00
46  ;42,85             ;45              ;2011-10-11 08:00:00             ;2011-10-11 00:00:00;2011-10-11 00:00:00
44  ;39,83             ;43              ;2011-10-12 00:00:00             ;2011-10-12 14:00:00;2011-10-12 00:00:00
47  ;41,34             ;43              ;2011-10-13 06:45:00             ;2011-10-13 16:00:00;2011-10-13 00:00:00
46  ;39,83             ;42              ;2011-10-14 09:00:00             ;2011-10-14 17:00:00;2011-10-14 00:00:00
41  ;36,81             ;40              ;2011-10-15 00:30:00             ;2011-10-15 11:45:00;2011-10-15 00:00:00
46  ;39,83             ;44              ;2011-10-16 13:00:00             ;2011-10-16 00:00:00;2011-10-16 00:00:00
46  ;44,36             ;45              ;2011-10-17 00:00:00             ;2011-10-17 09:45:00;2011-10-17 00:00:00
47  ;38,32             ;44              ;2011-10-18 03:30:00             ;2011-10-18 21:45:00;2011-10-18 00:00:00
43  ;36,81             ;40              ;2011-10-19 09:15:00             ;2011-10-19 00:15:00;2011-10-19 00:00:00
